taxon_name_original,Kind,SortScore,MatchType,EditDistance,ScientificName,MatchedName,MatchedCanonical,TaxonId,CurrentName,Synonym,DataSourceId,DataSourceTitle,ClassificationPath,Error
Batrachium peltatum,BestMatch,9.41180,Exact,0,Batrachium peltatum,Batrachium peltatum (Schrank) V.V.Petrovsky,Batrachium peltatum,KZFP,Ranunculus peltatus Schrank,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Ranunculeae|Ranunculus|Ranunculus peltatus,
Bauhinia brachycarpa,BestMatch,9.41215,Exact,0,Bauhinia brachycarpa,Bauhinia brachycarpa Wall. ex Benth.,Bauhinia brachycarpa,5WFZ3,Bauhinia brachycarpa Wall. ex Benth.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Bauhinia|Bauhinia brachycarpa,
Bauhinia galpinii,BestMatch,9.41215,Exact,0,Bauhinia galpinii,Bauhinia galpinii N.E.Br.,Bauhinia galpinii,L3ZC,Bauhinia galpinii N.E.Br.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Bauhinia|Bauhinia galpinii,
Bauhinia grandidieri,BestMatch,9.41215,Exact,0,Bauhinia grandidieri,Bauhinia grandidieri Baill.,Bauhinia grandidieri,L425,Bauhinia grandidieri Baill.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Bauhinia|Bauhinia grandidieri,
Bauhinia grevei,BestMatch,9.41215,Exact,0,Bauhinia grevei,Bauhinia grevei Drake,Bauhinia grevei,L42B,Bauhinia grevei Drake,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Bauhinia|Bauhinia grevei,
Bauhinia jenningsii,BestMatch,9.41215,Exact,0,Bauhinia jenningsii,Bauhinia jenningsii P.Wilson,Bauhinia jenningsii,L445,Bauhinia jenningsii P.Wilson,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Bauhinia|Bauhinia jenningsii,
Bauhinia madagascariensis,BestMatch,9.41215,Exact,0,Bauhinia madagascariensis,Bauhinia madagascariensis Desv.,Bauhinia madagascariensis,L45Y,Bauhinia madagascariensis Desv.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Bauhinia|Bauhinia madagascariensis,
Bauhinia monandra,BestMatch,9.41215,Exact,0,Bauhinia monandra,Bauhinia monandra Kurz,Bauhinia monandra,L473,Bauhinia monandra Kurz,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Bauhinia|Bauhinia monandra,
Bauhinia natalensis,BestMatch,9.41215,Exact,0,Bauhinia natalensis,Bauhinia natalensis Oliv.,Bauhinia natalensis,9CPYT,Bauhinia natalensis Oliv.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Bauhinia|Bauhinia natalensis,
Bauhinia petersiana,BestMatch,9.41215,Exact,0,Bauhinia petersiana,Bauhinia petersiana Bolle,Bauhinia petersiana,L48L,Bauhinia petersiana Bolle,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Bauhinia|Bauhinia petersiana,
Bauhinia sp.,BestMatch,8.63917,Exact,0,Bauhinia sp.,Bauhinia Plum. ex L.,Bauhinia,9CK4T,Bauhinia Plum. ex L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Bauhinia,
Bauhinia tomentosa,BestMatch,9.41215,Exact,0,Bauhinia tomentosa,Bauhinia tomentosa L.,Bauhinia tomentosa,L4D8,Bauhinia tomentosa L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Bauhinia|Bauhinia tomentosa,
Bauhinia variegata,BestMatch,9.41215,Exact,0,Bauhinia variegata,Bauhinia variegata L.,Bauhinia variegata,68FJV,Bauhinia variegata L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Bauhinia|Bauhinia variegata,
Beaucarnea gracilis,BestMatch,9.41215,Exact,0,Beaucarnea gracilis,Beaucarnea gracilis Lem.,Beaucarnea gracilis,L5HQ,Beaucarnea gracilis Lem.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Asparagaceae|Beaucarnea|Beaucarnea gracilis,
Beaucarnea guatemalensis,BestMatch,9.41215,Exact,0,Beaucarnea guatemalensis,Beaucarnea guatemalensis Rose,Beaucarnea guatemalensis,L5HR,Beaucarnea guatemalensis Rose,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Asparagaceae|Beaucarnea|Beaucarnea guatemalensis,
Beaucarnea sp.,BestMatch,8.63917,Exact,0,Beaucarnea sp.,Beaucarnea Lem.,Beaucarnea,8VVHW,Beaucarnea Lem.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Asparagaceae|Beaucarnea,
Beaumontia grandiflora,BestMatch,9.41215,Exact,0,Beaumontia grandiflora,Beaumontia grandiflora Wall.,Beaumontia grandiflora,L5LQ,Beaumontia grandiflora Wall.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Apocynoideae|Apocyneae|Beaumontiinae|Beaumontia|Beaumontia grandiflora,
Beccariophoenix alfredii,BestMatch,9.41215,Exact,0,Beccariophoenix alfredii,"Beccariophoenix alfredii Rakotoarin., Ranariv. & J.Dransf.",Beccariophoenix alfredii,L5X6,"Beccariophoenix alfredii Rakotoarin., Ranariv. & J.Dransf.",false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Arecales|Arecaceae|Beccariophoenix|Beccariophoenix alfredii,
Beccariophoenix fenestralis,BestMatch,9.41215,Exact,0,Beccariophoenix fenestralis,Beccariophoenix fenestralis J.Dransf. & Rakotoarin.,Beccariophoenix fenestralis,L5X7,Beccariophoenix fenestralis J.Dransf. & Rakotoarin.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Arecales|Arecaceae|Beccariophoenix|Beccariophoenix fenestralis,
Beccariophoenix madagascariensis,BestMatch,9.41215,Exact,0,Beccariophoenix madagascariensis,Beccariophoenix madagascariensis Jum. & H.Perrier,Beccariophoenix madagascariensis,L5X8,Beccariophoenix madagascariensis Jum. & H.Perrier,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Arecales|Arecaceae|Beccariophoenix|Beccariophoenix madagascariensis,
Beckmannia eruciformis,BestMatch,9.41215,Exact,0,Beckmannia eruciformis,Beckmannia eruciformis (L.) Host,Beckmannia eruciformis,L65L,Beckmannia eruciformis (L.) Host,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Poales|Poaceae|Beckmannia|Beckmannia eruciformis,
Beclardia macrostachys,BestMatch,9.41145,Exact,0,Beclardia macrostachys,Beclardia macrostachys (Thouars) A.Rich.,Beclardia macrostachys,wfo-0000323326-2025-12,Beclardia macrostachys (Thouars) A.Rich.,false,196,World Flora Online,Plantae|Pteridobiotina|Angiosperms|Asparagales|Orchidaceae|Epidendroideae|Vandeae|Angraecinae|Beclardia|Beclardia macrostachys,
Beesia calthifolia,BestMatch,9.41215,Exact,0,Beesia calthifolia,Beesia calthifolia (Maxim. ex Oliv.) Balf.fil. & W.W.Sm.,Beesia calthifolia,KTZ3Q,Beesia calthifolia (Maxim. ex Oliv.) Balf.fil. & W.W.Sm.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Helleboreae|Beesia|Beesia calthifolia,
Beesia deltophylla,BestMatch,9.41215,Exact,0,Beesia deltophylla,Beesia deltophylla C.Y.Wu,Beesia deltophylla,L6CT,Beesia deltophylla C.Y.Wu,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Helleboreae|Beesia|Beesia deltophylla,
Begonia <x >credneri,BestMatch,9.41215,Exact,0,Begonia <x >credneri,Begonia L.,Begonia,7NQM3,Begonia L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia,
Begonia albomaculata,BestMatch,9.41215,Exact,0,Begonia albomaculata,Begonia albomaculata C.DC. ex Huber,Begonia albomaculata,L6G9,Begonia albomaculata C.DC. ex Huber,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia albomaculata,
Begonia ampla,BestMatch,9.41215,Exact,0,Begonia ampla,Begonia ampla Hook.fil.,Begonia ampla,7SDP3,Begonia ampla Hook.fil.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia ampla,
Begonia angularis,BestMatch,9.41215,Exact,0,Begonia angularis,Begonia angularis Raddi,Begonia angularis,87Y6P,Begonia angularis Raddi,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia angularis,
Begonia ankaranensis,BestMatch,9.41215,Exact,0,Begonia ankaranensis,Begonia ankaranensis Humbert ex Keraudren & M.Bosser,Begonia ankaranensis,L6HQ,Begonia ankaranensis Humbert ex Keraudren & M.Bosser,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia ankaranensis,
Begonia annobonensis,BestMatch,9.41215,Exact,0,Begonia annobonensis,Begonia annobonensis A.DC.,Begonia annobonensis,L6HR,Begonia annobonensis A.DC.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia annobonensis,
Begonia antsiranensis,BestMatch,9.41215,Exact,0,Begonia antsiranensis,Begonia antsiranensis Aymonin & Bosser,Begonia antsiranensis,87Y72,Begonia antsiranensis Aymonin & Bosser,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia antsiranensis,
Begonia assurgens,BestMatch,9.41215,Exact,0,Begonia assurgens,Begonia assurgens Irmsch. ex Weberling,Begonia assurgens,8V7X5,Begonia assurgens Irmsch. ex Weberling,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia assurgens,
Begonia baccata,BestMatch,9.41215,Exact,0,Begonia baccata,Begonia baccata Hook.fil.,Begonia baccata,7SDSC,Begonia baccata Hook.fil.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia baccata,
Begonia baik,BestMatch,9.41215,Exact,0,Begonia baik,Begonia baik C.W.Lin & C.I Peng,Begonia baik,68G3L,Begonia baik C.W.Lin & C.I Peng,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia baik,
Begonia barkeri,BestMatch,9.41215,Exact,0,Begonia barkeri,Begonia barkeri Knowles & Westc.,Begonia barkeri,L6LD,Begonia barkeri Knowles & Westc.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia barkeri,
Begonia bekopakensis,BestMatch,9.41215,Exact,0,Begonia bekopakensis,Begonia bekopakensis Aymonin & Bosser,Begonia bekopakensis,87Y89,Begonia bekopakensis Aymonin & Bosser,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia bekopakensis,
Begonia bipinnatifida,BestMatch,9.41215,Exact,0,Begonia bipinnatifida,Begonia bipinnatifida J.J.Sm.,Begonia bipinnatifida,L6MW,Begonia bipinnatifida J.J.Sm.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia bipinnatifida,
Begonia bogneri,BestMatch,9.41215,Exact,0,Begonia bogneri,Begonia bogneri Ziesenh.,Begonia bogneri,87Y8W,Begonia bogneri Ziesenh.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia bogneri,
Begonia boliviensis,BestMatch,9.41215,Exact,0,Begonia boliviensis,Begonia boliviensis A.DC.,Begonia boliviensis,L6N7,Begonia boliviensis A.DC.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia boliviensis,
Begonia boweri,BestMatch,9.41109,Exact,0,Begonia boweri,Begonia boweri Ziesenh.,Begonia boweri,bare-name-104303-1,,false,167,IPNI,,
Begonia boweri-hybrid,BestMatch,8.63917,PartialExact,0,Begonia boweri-hybrid,Begonia L.,Begonia,7NQM3,Begonia L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia,
Begonia burkillii,BestMatch,9.41215,Exact,0,Begonia burkillii,Begonia burkillii Dunn,Begonia burkillii,87Y9Z,Begonia burkillii Dunn,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia burkillii,
Begonia cardiocarpa,BestMatch,9.41215,Exact,0,Begonia cardiocarpa,Begonia cardiocarpa Liebm.,Begonia cardiocarpa,87YBN,Begonia cardiocarpa Liebm.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia cardiocarpa,
Begonia caroliniaefolia,BestMatch,9.41074,Exact,0,Begonia caroliniaefolia,Begonia caroliniaefolia Regel,Begonia caroliniaefolia,sf_2595744,Begonia caroliniaefolia Regel,false,170,Arctos,Plantae|Tracheophyta|Magnoliopsida|Violales|Begoniaceae|Begonia|Begonia caroliniaefolia|Begonia caroliniaefolia,
Begonia conchifolia,BestMatch,9.41215,Exact,0,Begonia conchifolia,Begonia conchifolia A.Dietr.,Begonia conchifolia,5WG2R,Begonia conchifolia A.Dietr.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia conchifolia,
Begonia convulvulacea,BestMatch,9.38898,Fuzzy,1,Begonia convulvulacea,Begonia convolvulacea (Klotzsch) A.DC.,Begonia convolvulacea,68G32,Begonia convolvulacea (Klotzsch) A.DC.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia convolvulacea,
Begonia corallina,BestMatch,9.41180,Exact,0,Begonia corallina,Begonia corallina Carrière,Begonia corallina,L6V3,Begonia maculata Raddi,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia maculata,
Begonia coursii,BestMatch,9.41215,Exact,0,Begonia coursii,Begonia coursii Humbert ex Keraudren,Begonia coursii,7SF8J,Begonia coursii Humbert ex Keraudren,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia coursii,
Begonia crassicaulis,BestMatch,9.41215,Exact,0,Begonia crassicaulis,Begonia crassicaulis Lindl.,Begonia crassicaulis,87YDN,Begonia crassicaulis Lindl.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia crassicaulis,
Begonia crispula,BestMatch,9.41215,Exact,0,Begonia crispula,Begonia crispula Brade,Begonia crispula,87YDW,Begonia crispula Brade,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia crispula,
Begonia cubensis,BestMatch,9.41215,Exact,0,Begonia cubensis,Begonia cubensis Hassk.,Begonia cubensis,87YF2,Begonia cubensis Hassk.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia cubensis,
Begonia cumingii,BestMatch,9.41215,Exact,0,Begonia cumingii,Begonia cumingii A.Gray,Begonia cumingii,L6WN,Begonia cumingii A.Gray,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia cumingii,
Begonia cyathophora,BestMatch,9.41215,Exact,0,Begonia cyathophora,Begonia cyathophora Poepp. & Endl.,Begonia cyathophora,87YF9,Begonia cyathophora Poepp. & Endl.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia cyathophora,
Begonia decora,BestMatch,9.41215,Exact,0,Begonia decora,Begonia decora Stapf,Begonia decora,87YFH,Begonia decora Stapf,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia decora,
Begonia dietrichiana,BestMatch,9.41215,Exact,0,Begonia dietrichiana,Begonia dietrichiana Irmsch.,Begonia dietrichiana,87YFS,Begonia dietrichiana Irmsch.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia dietrichiana,
Begonia dichotoma,BestMatch,9.41215,Exact,0,Begonia dichotoma,Begonia dichotoma Jacq.,Begonia dichotoma,87YFR,Begonia dichotoma Jacq.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia dichotoma,
Begonia dregei,BestMatch,9.41215,Exact,0,Begonia dregei,Begonia dregei Otto & A.Dietr.,Begonia dregei,L6ZH,Begonia dregei Otto & A.Dietr.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia dregei,
Begonia echinosepala,BestMatch,9.41215,Exact,0,Begonia echinosepala,Begonia echinosepala Regel,Begonia echinosepala,87YGP,Begonia echinosepala Regel,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia echinosepala,
Begonia elaeagnifolia,BestMatch,9.41215,Exact,0,Begonia elaeagnifolia,Begonia elaeagnifolia Hook.fil.,Begonia elaeagnifolia,7SFH9,Begonia elaeagnifolia Hook.fil.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia elaeagnifolia,
Begonia emeiensis,BestMatch,9.41215,Exact,0,Begonia emeiensis,Begonia emeiensis C.M.Hu,Begonia emeiensis,68FR7,Begonia emeiensis C.M.Hu,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia emeiensis,
Begonia engleri,BestMatch,9.41215,Exact,0,Begonia engleri,Begonia engleri Gilg,Begonia engleri,87YH4,Begonia engleri Gilg,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia engleri,
Begonia epipsila,BestMatch,9.41215,Exact,0,Begonia epipsila,Begonia epipsila Brade,Begonia epipsila,87YH6,Begonia epipsila Brade,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia epipsila,
Begonia fenicis,BestMatch,9.41215,Exact,0,Begonia fenicis,Begonia fenicis Merr.,Begonia fenicis,87YHN,Begonia fenicis Merr.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia fenicis,
Begonia filiformis,BestMatch,9.41215,Exact,0,Begonia filiformis,Begonia filiformis Irmsch.,Begonia filiformis,87YHS,Begonia filiformis Irmsch.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia filiformis,
Begonia fuchsioides,BestMatch,9.41215,Exact,0,Begonia fuchsioides,Begonia fuchsioides Hook.,Begonia fuchsioides,87YJR,Begonia fuchsioides Hook.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia fuchsioides,
Begonia furfuracea,BestMatch,9.41215,Exact,0,Begonia furfuracea,Begonia furfuracea Hook.,Begonia furfuracea,7SFNY,Begonia furfuracea Hook.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia furfuracea,
Begonia goegoensis,BestMatch,9.41215,Exact,0,Begonia goegoensis,Begonia goegoensis N.E.Br.,Begonia goegoensis,L78L,Begonia goegoensis N.E.Br.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia goegoensis,
Begonia grandis,BestMatch,9.41215,Exact,0,Begonia grandis,Begonia grandis Dryand.,Begonia grandis,87YL4,Begonia grandis Dryand.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia grandis,
Begonia gregaria,BestMatch,9.41215,Exact,0,Begonia gregaria,Begonia gregaria Scherber. & Bard.-Vauc.,Begonia gregaria,CFGSX,Begonia gregaria Scherber. & Bard.-Vauc.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia gregaria,
Begonia hatacoa,BestMatch,9.41215,Exact,0,Begonia hatacoa,Begonia hatacoa Buch.-Ham.,Begonia hatacoa,7SFTV,Begonia hatacoa Buch.-Ham.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia hatacoa,
Begonia hemsleyana,BestMatch,9.41215,Exact,0,Begonia hemsleyana,Begonia hemsleyana Hook.fil.,Begonia hemsleyana,7SFVD,Begonia hemsleyana Hook.fil.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia hemsleyana,
Begonia henrilaportei,BestMatch,9.41215,Exact,0,Begonia henrilaportei,Begonia henrilaportei Scherber. & Duruiss.,Begonia henrilaportei,87YLX,Begonia henrilaportei Scherber. & Duruiss.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia henrilaportei,
Begonia henryi,BestMatch,9.41215,Exact,0,Begonia henryi,Begonia henryi Hemsl.,Begonia henryi,87YLY,Begonia henryi Hemsl.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia henryi,
Begonia heracleifolia,BestMatch,9.41215,Exact,0,Begonia heracleifolia,Begonia heracleifolia Cham. & Schltdl.,Begonia heracleifolia,7RGN7,Begonia heracleifolia Cham. & Schltdl.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia heracleifolia,
Begonia hirsuta,BestMatch,9.41215,Exact,0,Begonia hirsuta,Begonia hirsuta Aubl.,Begonia hirsuta,87YMF,Begonia hirsuta Aubl.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia hirsuta,
Begonia hirsutula,BestMatch,9.41215,Exact,0,Begonia hirsutula,Begonia hirsutula Hook.fil.,Begonia hirsutula,7SFWN,Begonia hirsutula Hook.fil.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Begoniaceae|Begonia|Begonia hirsutula,
